customerName,otherExpenses,category,paymentMethod,status,totalAmount,notes,quantity,unitPrice,reportDate,productName,orderNumber,salesRegion,deliveryStatus
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,178.37,2025-04-06,Oil Filter,ORD945388,North,Cancelled
Retail Client,227.09,Suspension & traction,Cash,Completed,3034.63,Automated migration,1,3034.63,2025-04-06,Shock Absorber,ORD945474,Central,Cancelled
Wholesale Client,197.79,Suspension & traction,Cash,Completed,3164.63,Automated migration,1,3164.63,2025-04-06,Shock Absorber,ORD945475,South,Returned
Retail Client,297.89,Suspension & traction,Check,Completed,3147.06,Automated migration,1,3147.06,2025-04-06,Shock Absorber,ORD945476,Central,Pending
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,6303.73,2025-04-06,Starter Motor,ORD945556,East,Delivered
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,299.98,2025-04-07,Air Filter,ORD945067,Central,Cancelled
Retail Client,583.44,Electrical system,Cash,Completed,6939.84,Automated migration,1,6939.84,2025-04-07,Alternator,ORD945129,Central,Returned
Wholesale Client,609.33,Electrical system,Maya,Completed,6998.71,Automated migration,1,6998.71,2025-04-07,Alternator,ORD945130,North,Pending
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,10586.86,2025-04-07,Alternator,ORD945131,Central,Cancelled
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,6096.32,2025-04-07,Battery,ORD945160,South,Cancelled
Retail Client,71.34,Braking system,Bank Transfer,Completed,1545.7,Automated migration,1,1545.7,2025-04-07,Brake Pads,ORD945190,West,Pending
Wholesale Client,691.56,Braking system,Check,Completed,8220.52,Automated migration,7,1174.36,2025-04-07,Brake Pads,ORD945191,North,Delivered
Retail Client,39.5,Braking system,Cash,Completed,1064.72,Automated migration,1,1064.72,2025-04-07,Brake Pads,ORD945192,North,Cancelled
Wholesale Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1536.87,2025-04-07,Brake Pads,ORD945193,Central,Pending
Retail Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1426.95,2025-04-07,Brake Pads,ORD945194,South,Cancelled
Retail Client,1152.28,Electrical system,Cash,Completed,20669.96,Automated migration,1,20669.96,2025-04-07,ECU Module,ORD945312,West,Pending
Retail Client,12.74,Engine system,Check,Completed,225.37,Automated migration,1,225.37,2025-04-07,Oil Filter,ORD945389,South,Delivered
Retail Client,9.49,Engine system,Bank Transfer,Completed,240.99,Automated migration,1,240.99,2025-04-07,Oil Filter,ORD945390,West,Pending
Retail Client,16.03,Engine system,Bank Transfer,Completed,195.58,Automated migration,1,195.58,2025-04-07,Oil Filter,ORD945391,Central,Returned
Retail Client,393.68,Suspension & traction,Maya,Completed,9064.32,Automated migration,3,3021.44,2025-04-07,Shock Absorber,ORD945477,West,Pending
Wholesale Client,0.0,Suspension & traction,Bank Transfer,Completed,0.0,Automated migration,0,3738.3,2025-04-07,Shock Absorber,ORD945478,North,Delivered
Wholesale Client,208.0,Suspension & traction,Bank Transfer,Completed,3313.88,Automated migration,1,3313.88,2025-04-07,Shock Absorber,ORD945479,North,Delivered
Wholesale Client,24.16,Engine system,GCash,Completed,292.65,Automated migration,1,292.65,2025-04-08,Air Filter,ORD945068,South,Cancelled
Wholesale Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,347.83,2025-04-08,Air Filter,ORD945069,West,Pending
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,300.06,2025-04-08,Air Filter,ORD945070,South,Returned
Retail Client,78.25,Braking system,Bank Transfer,Completed,1388.99,Automated migration,1,1388.99,2025-04-08,Brake Pads,ORD945195,West,Delivered
Retail Client,688.24,Braking system,Cash,Completed,10108.0,Automated migration,7,1444.0,2025-04-08,Brake Pads,ORD945196,North,Pending
Retail Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1155.09,2025-04-08,Brake Pads,ORD945197,Central,Pending
Retail Client,1364.69,Electrical system,Maya,Completed,22597.12,Automated migration,1,22597.12,2025-04-08,ECU Module,ORD945313,South,Pending
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,21251.76,2025-04-08,ECU Module,ORD945314,East,Cancelled
Wholesale Client,15.08,Engine system,Check,Completed,171.9,Automated migration,1,171.9,2025-04-08,Oil Filter,ORD945392,East,Returned
Retail Client,13.45,Engine system,Check,Completed,203.05,Automated migration,1,203.05,2025-04-08,Oil Filter,ORD945393,North,Returned
Retail Client,8.01,Engine system,Maya,Completed,143.57,Automated migration,1,143.57,2025-04-08,Oil Filter,ORD945394,North,Pending
Wholesale Client,6.02,Engine system,Bank Transfer,Completed,169.03,Automated migration,1,169.03,2025-04-08,Oil Filter,ORD945395,South,Delivered
Wholesale Client,212.21,Suspension & traction,Maya,Completed,2773.22,Automated migration,1,2773.22,2025-04-08,Shock Absorber,ORD945480,North,Delivered
Wholesale Client,193.09,Drivetrain,Bank Transfer,Completed,2482.1,Automated migration,1,2482.1,2025-04-08,Wheel Bearing,ORD945586,North,Cancelled
Retail Client,0.0,Drivetrain,Maya,Completed,0.0,Automated migration,0,1613.48,2025-04-08,Wheel Bearing,ORD945587,East,Delivered
Retail Client,43.72,Engine system,Maya,Completed,874.02,Automated migration,3,291.34,2025-04-09,Air Filter,ORD945071,South,Returned
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,4456.57,2025-04-09,Battery,ORD945161,North,Pending
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,4686.87,2025-04-09,Battery,ORD945162,North,Pending
Retail Client,0.0,Exhaust system,Bank Transfer,Completed,0.0,Automated migration,0,13938.65,2025-04-09,Catalytic Converter,ORD945273,Central,Returned
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,22314.96,2025-04-09,ECU Module,ORD945315,Central,Delivered
Retail Client,1294.7,Electrical system,Bank Transfer,Completed,18721.22,Automated migration,1,18721.22,2025-04-09,ECU Module,ORD945316,North,Delivered
Wholesale Client,681.79,Electrical system,GCash,Completed,15266.4,Automated migration,1,15266.4,2025-04-09,ECU Module,ORD945317,North,Delivered
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,24920.22,2025-04-09,ECU Module,ORD945318,North,Returned
Retail Client,13.51,Engine system,Cash,Completed,250.9,Automated migration,1,250.9,2025-04-09,Oil Filter,ORD945396,North,Returned
Retail Client,6.97,Engine system,Cash,Completed,142.8,Automated migration,1,142.8,2025-04-09,Oil Filter,ORD945397,East,Delivered
Retail Client,15.23,Engine system,Bank Transfer,Completed,242.85,Automated migration,1,242.85,2025-04-09,Oil Filter,ORD945398,North,Returned
Wholesale Client,168.13,Suspension & traction,Maya,Completed,2444.89,Automated migration,1,2444.89,2025-04-09,Shock Absorber,ORD945481,East,Delivered
Retail Client,113.04,Drivetrain,Maya,Completed,2396.46,Automated migration,1,2396.46,2025-04-09,Wheel Bearing,ORD945588,South,Cancelled
Retail Client,527.34,Drivetrain,Cash,Completed,12140.76,Automated migration,6,2023.46,2025-04-09,Wheel Bearing,ORD945589,Central,Pending
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,246.83,2025-04-10,Air Filter,ORD945072,West,Cancelled
Wholesale Client,485.93,Electrical system,Bank Transfer,Completed,9085.98,Automated migration,1,9085.98,2025-04-10,Alternator,ORD945132,East,Pending
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,11318.95,2025-04-10,Alternator,ORD945133,North,Delivered
Wholesale Client,1035.49,Electrical system,Check,Completed,12339.33,Automated migration,1,12339.33,2025-04-10,Alternator,ORD945134,South,Returned
Wholesale Client,647.17,Braking system,GCash,Completed,9616.04,Automated migration,7,1373.72,2025-04-10,Brake Pads,ORD945198,West,Delivered
Retail Client,107.12,Braking system,Bank Transfer,Completed,1461.9,Automated migration,1,1461.9,2025-04-10,Brake Pads,ORD945199,South,Pending
Wholesale Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,1351.69,2025-04-10,Brake Pads,ORD945200,North,Pending
Wholesale Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,21638.98,2025-04-10,Catalytic Converter,ORD945274,Central,Returned
Retail Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,20770.89,2025-04-10,Catalytic Converter,ORD945275,East,Cancelled
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,18722.27,2025-04-10,ECU Module,ORD945319,West,Returned
Retail Client,17.59,Engine system,GCash,Completed,204.53,Automated migration,1,204.53,2025-04-10,Oil Filter,ORD945399,North,Cancelled
Retail Client,18.26,Engine system,Cash,Completed,259.96,Automated migration,1,259.96,2025-04-10,Oil Filter,ORD945400,West,Cancelled
Retail Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,2948.87,2025-04-10,Shock Absorber,ORD945482,Central,Pending
Wholesale Client,0.0,Suspension & traction,GCash,Completed,0.0,Automated migration,0,3989.1,2025-04-10,Shock Absorber,ORD945483,Central,Returned
Retail Client,0.0,Suspension & traction,Bank Transfer,Completed,0.0,Automated migration,0,4095.84,2025-04-10,Shock Absorber,ORD945484,Central,Pending
Wholesale Client,614.71,Suspension & traction,GCash,Completed,10833.33,Automated migration,3,3611.11,2025-04-10,Shock Absorber,ORD945485,Central,Returned
Retail Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,4172.21,2025-04-10,Shock Absorber,ORD945486,West,Returned
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,11169.91,2025-04-10,Starter Motor,ORD945557,South,Returned
Retail Client,106.96,Drivetrain,Maya,Completed,2344.86,Automated migration,1,2344.86,2025-04-10,Wheel Bearing,ORD945590,West,Cancelled
Retail Client,0.0,Drivetrain,Cash,Completed,0.0,Automated migration,0,2507.77,2025-04-10,Wheel Bearing,ORD945591,West,Pending
Wholesale Client,0.0,Drivetrain,Maya,Completed,0.0,Automated migration,0,2254.28,2025-04-10,Wheel Bearing,ORD945592,Central,Pending
Wholesale Client,186.25,Drivetrain,GCash,Completed,2406.49,Automated migration,1,2406.49,2025-04-10,Wheel Bearing,ORD945593,West,Cancelled
Retail Client,554.3,Braking system,Check,Completed,10626.49,Automated migration,7,1518.07,2025-04-11,Brake Pads,ORD945201,West,Delivered
Wholesale Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1466.82,2025-04-11,Brake Pads,ORD945202,East,Delivered
Wholesale Client,403.45,Braking system,Maya,Completed,9417.3,Automated migration,6,1569.55,2025-04-11,Brake Pads,ORD945203,North,Cancelled
Retail Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1276.1,2025-04-11,Brake Pads,ORD945204,North,Cancelled
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,22151.18,2025-04-11,ECU Module,ORD945320,Central,Delivered
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,18598.56,2025-04-11,ECU Module,ORD945321,East,Delivered
Wholesale Client,20.14,Engine system,Bank Transfer,Completed,230.01,Automated migration,1,230.01,2025-04-11,Oil Filter,ORD945401,Central,Cancelled
Retail Client,21.29,Engine system,Cash,Completed,237.14,Automated migration,1,237.14,2025-04-11,Oil Filter,ORD945402,East,Returned
Retail Client,15.48,Engine system,Check,Completed,228.43,Automated migration,1,228.43,2025-04-11,Oil Filter,ORD945403,Central,Pending
Retail Client,13.9,Engine system,Bank Transfer,Completed,184.06,Automated migration,1,184.06,2025-04-11,Oil Filter,ORD945404,South,Pending
Wholesale Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,217.53,2025-04-11,Oil Filter,ORD945405,East,Cancelled
Retail Client,0.0,Suspension & traction,GCash,Completed,0.0,Automated migration,0,3534.97,2025-04-11,Shock Absorber,ORD945487,North,Cancelled
Retail Client,0.0,Suspension & traction,GCash,Completed,0.0,Automated migration,0,2863.22,2025-04-11,Shock Absorber,ORD945488,West,Pending
Retail Client,0.0,Suspension & traction,Check,Completed,0.0,Automated migration,0,3975.26,2025-04-11,Shock Absorber,ORD945489,East,Delivered
Retail Client,0.0,Suspension & traction,Check,Completed,0.0,Automated migration,0,3637.01,2025-04-11,Shock Absorber,ORD945490,South,Delivered
Wholesale Client,165.15,Suspension & traction,Cash,Completed,2512.44,Automated migration,1,2512.44,2025-04-11,Shock Absorber,ORD945491,North,Cancelled
Retail Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,3296.47,2025-04-11,Shock Absorber,ORD945492,West,Cancelled
Wholesale Client,104.84,Suspension & traction,Maya,Completed,2457.73,Automated migration,1,2457.73,2025-04-11,Shock Absorber,ORD945493,South,Delivered
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,9906.12,2025-04-11,Starter Motor,ORD945558,West,Delivered
Wholesale Client,65.1,Drivetrain,Cash,Completed,1822.43,Automated migration,1,1822.43,2025-04-11,Wheel Bearing,ORD945594,South,Delivered
Wholesale Client,70.26,Drivetrain,Maya,Completed,1798.66,Automated migration,1,1798.66,2025-04-11,Wheel Bearing,ORD945595,North,Returned
Retail Client,131.14,Drivetrain,Check,Completed,2052.86,Automated migration,1,2052.86,2025-04-11,Wheel Bearing,ORD945596,East,Pending
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,279.25,2025-04-12,Air Filter,ORD945073,South,Pending
Wholesale Client,17.85,Engine system,Check,Completed,223.05,Automated migration,1,223.05,2025-04-12,Air Filter,ORD945074,North,Delivered
Retail Client,174.54,Braking system,Bank Transfer,Completed,3724.38,Automated migration,3,1241.46,2025-04-12,Brake Pads,ORD945205,East,Cancelled
Retail Client,834.78,Braking system,Cash,Completed,9829.96,Automated migration,7,1404.28,2025-04-12,Brake Pads,ORD945206,East,Delivered
Wholesale Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,1180.61,2025-04-12,Brake Pads,ORD945207,South,Delivered
Wholesale Client,100.35,Braking system,Bank Transfer,Completed,1249.49,Automated migration,1,1249.49,2025-04-12,Brake Pads,ORD945208,East,Pending
Wholesale Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,16225.96,2025-04-12,Catalytic Converter,ORD945276,South,Pending
Wholesale Client,1602.31,Electrical system,Bank Transfer,Completed,23683.01,Automated migration,1,23683.01,2025-04-12,ECU Module,ORD945322,North,Returned
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,17812.62,2025-04-12,ECU Module,ORD945323,North,Delivered
Retail Client,1212.41,Electrical system,GCash,Completed,23891.18,Automated migration,1,23891.18,2025-04-12,ECU Module,ORD945324,North,Returned
Retail Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,4042.58,2025-04-12,Shock Absorber,ORD945494,South,Pending
Retail Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,2539.58,2025-04-12,Shock Absorber,ORD945495,North,Returned
Retail Client,302.79,Suspension & traction,Check,Completed,3246.92,Automated migration,1,3246.92,2025-04-12,Shock Absorber,ORD945496,North,Cancelled
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,6328.59,2025-04-12,Starter Motor,ORD945559,North,Delivered
Retail Client,125.45,Drivetrain,Bank Transfer,Completed,1607.99,Automated migration,1,1607.99,2025-04-12,Wheel Bearing,ORD945597,South,Pending
Retail Client,19.32,Engine system,GCash,Completed,288.42,Automated migration,1,288.42,2025-04-13,Air Filter,ORD945075,East,Cancelled
Retail Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,289.74,2025-04-13,Air Filter,ORD945076,East,Cancelled
Wholesale Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,334.83,2025-04-13,Air Filter,ORD945077,West,Pending
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,9246.03,2025-04-13,Alternator,ORD945135,Central,Cancelled
Retail Client,816.08,Electrical system,Cash,Completed,12082.89,Automated migration,1,12082.89,2025-04-13,Alternator,ORD945136,Central,Pending
Retail Client,99.36,Braking system,GCash,Completed,1305.31,Automated migration,1,1305.31,2025-04-13,Brake Pads,ORD945209,South,Cancelled
Retail Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,1279.09,2025-04-13,Brake Pads,ORD945210,Central,Pending
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,23152.13,2025-04-13,ECU Module,ORD945325,North,Pending
Retail Client,1802.37,Electrical system,GCash,Completed,20511.85,Automated migration,1,20511.85,2025-04-13,ECU Module,ORD945326,Central,Cancelled
Wholesale Client,1056.07,Electrical system,Maya,Completed,14561.95,Automated migration,1,14561.95,2025-04-13,ECU Module,ORD945327,East,Pending
Retail Client,60.87,Engine system,Bank Transfer,Completed,848.2,Automated migration,4,212.05,2025-04-13,Oil Filter,ORD945406,West,Cancelled
Wholesale Client,176.09,Drivetrain,GCash,Completed,1854.19,Automated migration,1,1854.19,2025-04-13,Wheel Bearing,ORD945598,North,Returned
Retail Client,23.3,Engine system,GCash,Completed,350.5,Automated migration,1,350.5,2025-04-14,Air Filter,ORD945078,West,Returned
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,9146.23,2025-04-14,Alternator,ORD945137,Central,Pending
Retail Client,459.6,Electrical system,Check,Completed,11498.11,Automated migration,1,11498.11,2025-04-14,Alternator,ORD945138,North,Cancelled
Retail Client,764.58,Electrical system,Check,Completed,8380.19,Automated migration,1,8380.19,2025-04-14,Alternator,ORD945139,South,Returned
Wholesale Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1316.26,2025-04-14,Brake Pads,ORD945211,East,Delivered
Retail Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,1177.53,2025-04-14,Brake Pads,ORD945212,South,Cancelled
Wholesale Client,434.39,Braking system,Cash,Completed,5330.95,Automated migration,5,1066.19,2025-04-14,Brake Pads,ORD945213,West,Returned
Wholesale Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1083.06,2025-04-14,Brake Pads,ORD945214,East,Delivered
Wholesale Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,21597.15,2025-04-14,Catalytic Converter,ORD945277,East,Returned
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,18518.1,2025-04-14,ECU Module,ORD945328,Central,Cancelled
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,25267.41,2025-04-14,ECU Module,ORD945329,West,Returned
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,20574.96,2025-04-14,ECU Module,ORD945330,East,Pending
Wholesale Client,14.43,Engine system,Check,Completed,185.85,Automated migration,1,185.85,2025-04-14,Oil Filter,ORD945407,East,Cancelled
Wholesale Client,9.72,Engine system,Cash,Completed,217.56,Automated migration,1,217.56,2025-04-14,Oil Filter,ORD945408,South,Delivered
Wholesale Client,6.28,Engine system,Check,Completed,146.02,Automated migration,1,146.02,2025-04-14,Oil Filter,ORD945409,South,Delivered
Retail Client,14.37,Engine system,Check,Completed,243.05,Automated migration,1,243.05,2025-04-14,Oil Filter,ORD945410,East,Cancelled
Wholesale Client,128.5,Suspension & traction,GCash,Completed,3499.9,Automated migration,1,3499.9,2025-04-14,Shock Absorber,ORD945497,Central,Delivered
Wholesale Client,194.53,Suspension & traction,Check,Completed,3371.33,Automated migration,1,3371.33,2025-04-14,Shock Absorber,ORD945498,West,Delivered
Wholesale Client,185.32,Suspension & traction,GCash,Completed,3978.02,Automated migration,1,3978.02,2025-04-14,Shock Absorber,ORD945499,West,Delivered
Wholesale Client,173.94,Suspension & traction,GCash,Completed,2690.47,Automated migration,1,2690.47,2025-04-14,Shock Absorber,ORD945500,Central,Delivered
Wholesale Client,101.44,Suspension & traction,Bank Transfer,Completed,2784.3,Automated migration,1,2784.3,2025-04-14,Shock Absorber,ORD945501,West,Cancelled
Wholesale Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,2859.88,2025-04-14,Shock Absorber,ORD945502,South,Cancelled
Wholesale Client,326.72,Suspension & traction,Maya,Completed,3909.31,Automated migration,1,3909.31,2025-04-14,Shock Absorber,ORD945503,Central,Cancelled
Wholesale Client,200.02,Suspension & traction,Bank Transfer,Completed,2803.54,Automated migration,1,2803.54,2025-04-14,Shock Absorber,ORD945504,Central,Returned
Retail Client,258.74,Suspension & traction,GCash,Completed,3480.33,Automated migration,1,3480.33,2025-04-14,Shock Absorber,ORD945505,South,Delivered
Retail Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,3291.93,2025-04-14,Shock Absorber,ORD945506,East,Cancelled
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,6797.25,2025-04-14,Starter Motor,ORD945560,North,Cancelled
Retail Client,0.0,Drivetrain,Maya,Completed,0.0,Automated migration,0,2582.84,2025-04-14,Wheel Bearing,ORD945599,Central,Returned
Wholesale Client,167.01,Drivetrain,Maya,Completed,2131.56,Automated migration,1,2131.56,2025-04-14,Wheel Bearing,ORD945600,South,Returned
Wholesale Client,150.06,Drivetrain,Bank Transfer,Completed,1933.53,Automated migration,1,1933.53,2025-04-14,Wheel Bearing,ORD945601,East,Delivered
Wholesale Client,23.57,Engine system,Check,Completed,354.68,Automated migration,1,354.68,2025-04-15,Air Filter,ORD945079,Central,Delivered
Retail Client,19.72,Engine system,Check,Completed,356.54,Automated migration,1,356.54,2025-04-15,Air Filter,ORD945080,South,Pending
Retail Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,285.53,2025-04-15,Air Filter,ORD945081,South,Returned
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,304.47,2025-04-15,Air Filter,ORD945082,West,Pending
Retail Client,816.75,Electrical system,Maya,Completed,9810.62,Automated migration,1,9810.62,2025-04-15,Alternator,ORD945140,Central,Returned
Wholesale Client,679.19,Electrical system,Bank Transfer,Completed,7363.45,Automated migration,1,7363.45,2025-04-15,Alternator,ORD945141,East,Returned
Wholesale Client,71.7,Braking system,Maya,Completed,1519.53,Automated migration,1,1519.53,2025-04-15,Brake Pads,ORD945215,East,Delivered
Retail Client,125.91,Braking system,GCash,Completed,1521.54,Automated migration,1,1521.54,2025-04-15,Brake Pads,ORD945216,East,Returned
Wholesale Client,0.0,Exhaust system,Check,Completed,0.0,Automated migration,0,19264.51,2025-04-15,Catalytic Converter,ORD945278,South,Returned
Retail Client,0.0,Exhaust system,Maya,Completed,0.0,Automated migration,0,17213.89,2025-04-15,Catalytic Converter,ORD945279,South,Cancelled
Wholesale Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,21355.39,2025-04-15,Catalytic Converter,ORD945280,West,Pending
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,24784.61,2025-04-15,ECU Module,ORD945331,North,Cancelled
Wholesale Client,13.68,Engine system,Bank Transfer,Completed,221.61,Automated migration,1,221.61,2025-04-15,Oil Filter,ORD945411,South,Cancelled
Retail Client,9.09,Engine system,Check,Completed,145.88,Automated migration,1,145.88,2025-04-15,Oil Filter,ORD945412,West,Cancelled
Wholesale Client,19.85,Engine system,GCash,Completed,253.16,Automated migration,1,253.16,2025-04-15,Oil Filter,ORD945413,West,Pending
Retail Client,569.19,Suspension & traction,GCash,Completed,6163.36,Automated migration,2,3081.68,2025-04-15,Shock Absorber,ORD945507,East,Cancelled
Retail Client,1481.54,Suspension & traction,Maya,Completed,17464.26,Automated migration,6,2910.71,2025-04-15,Shock Absorber,ORD945508,Central,Cancelled
Retail Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,2627.28,2025-04-15,Shock Absorber,ORD945509,East,Cancelled
Retail Client,191.84,Drivetrain,GCash,Completed,2326.22,Automated migration,1,2326.22,2025-04-15,Wheel Bearing,ORD945602,North,Delivered
Retail Client,127.88,Drivetrain,GCash,Completed,2477.8,Automated migration,1,2477.8,2025-04-15,Wheel Bearing,ORD945603,North,Delivered
Wholesale Client,0.0,Drivetrain,Cash,Completed,0.0,Automated migration,0,1761.78,2025-04-15,Wheel Bearing,ORD945604,North,Returned
Retail Client,17.02,Engine system,GCash,Completed,317.66,Automated migration,1,317.66,2025-04-16,Air Filter,ORD945083,East,Pending
Retail Client,18.24,Engine system,Bank Transfer,Completed,303.87,Automated migration,1,303.87,2025-04-16,Air Filter,ORD945084,North,Pending
Retail Client,1109.29,Electrical system,GCash,Completed,12019.27,Automated migration,1,12019.27,2025-04-16,Alternator,ORD945142,North,Cancelled
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,6830.54,2025-04-16,Alternator,ORD945143,South,Pending
Retail Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1189.51,2025-04-16,Brake Pads,ORD945217,West,Returned
Retail Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1179.59,2025-04-16,Brake Pads,ORD945218,Central,Delivered
Retail Client,419.57,Braking system,Check,Completed,6484.38,Automated migration,6,1080.73,2025-04-16,Brake Pads,ORD945219,North,Pending
Wholesale Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,19276.86,2025-04-16,Catalytic Converter,ORD945281,West,Returned
Retail Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,17697.06,2025-04-16,Catalytic Converter,ORD945282,West,Cancelled
Wholesale Client,1804.74,Electrical system,Bank Transfer,Completed,24428.97,Automated migration,1,24428.97,2025-04-16,ECU Module,ORD945332,East,Delivered
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,20542.75,2025-04-16,ECU Module,ORD945333,West,Returned
Wholesale Client,16.77,Engine system,Maya,Completed,215.18,Automated migration,1,215.18,2025-04-16,Oil Filter,ORD945414,East,Delivered
Wholesale Client,10.28,Engine system,Bank Transfer,Completed,186.79,Automated migration,1,186.79,2025-04-16,Oil Filter,ORD945415,Central,Cancelled
Retail Client,8.47,Engine system,GCash,Completed,237.42,Automated migration,1,237.42,2025-04-16,Oil Filter,ORD945416,North,Returned
Wholesale Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,144.88,2025-04-16,Oil Filter,ORD945417,East,Delivered
Wholesale Client,0.0,Suspension & traction,Bank Transfer,Completed,0.0,Automated migration,0,3722.47,2025-04-16,Shock Absorber,ORD945510,South,Delivered
Retail Client,0.0,Suspension & traction,Bank Transfer,Completed,0.0,Automated migration,0,2797.53,2025-04-16,Shock Absorber,ORD945511,West,Pending
Retail Client,176.91,Drivetrain,Cash,Completed,2899.71,Automated migration,1,2899.71,2025-04-16,Wheel Bearing,ORD945605,South,Delivered
Wholesale Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,349.74,2025-04-17,Air Filter,ORD945085,Central,Pending
Retail Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,225.75,2025-04-17,Air Filter,ORD945086,North,Delivered
Retail Client,18.08,Engine system,Check,Completed,251.85,Automated migration,1,251.85,2025-04-17,Air Filter,ORD945087,North,Cancelled
Wholesale Client,353.58,Electrical system,GCash,Completed,7920.19,Automated migration,1,7920.19,2025-04-17,Alternator,ORD945144,North,Pending
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,8269.73,2025-04-17,Alternator,ORD945145,North,Returned
Retail Client,0.0,Exhaust system,Bank Transfer,Completed,0.0,Automated migration,0,14150.56,2025-04-17,Catalytic Converter,ORD945283,Central,Delivered
Retail Client,0.0,Exhaust system,Bank Transfer,Completed,0.0,Automated migration,0,17977.74,2025-04-17,Catalytic Converter,ORD945284,Central,Delivered
