customerName,otherExpenses,category,paymentMethod,status,totalAmount,notes,quantity,unitPrice,reportDate,productName,orderNumber
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,9016.94,2025-04-17,Starter Motor,ORD945561
Retail Client,204.03,Drivetrain,GCash,Completed,2261.47,Automated migration,1,2261.47,2025-04-17,Wheel Bearing,ORD945606
Retail Client,0.0,Drivetrain,Maya,Completed,0.0,Automated migration,0,2130.03,2025-04-17,Wheel Bearing,ORD945607
Wholesale Client,398.68,Drivetrain,Check,Completed,6034.2,Automated migration,3,2011.4,2025-04-17,Wheel Bearing,ORD945608
Wholesale Client,82.59,Drivetrain,Cash,Completed,1600.28,Automated migration,1,1600.28,2025-04-17,Wheel Bearing,ORD945609
Wholesale Client,0.0,Drivetrain,Check,Completed,0.0,Automated migration,0,2475.2,2025-04-17,Wheel Bearing,ORD945610
Wholesale Client,17.4,Engine system,Maya,Completed,334.88,Automated migration,1,334.88,2025-04-18,Air Filter,ORD945088
Wholesale Client,22.75,Engine system,Maya,Completed,293.2,Automated migration,1,293.2,2025-04-18,Air Filter,ORD945089
Retail Client,36.55,Engine system,GCash,Completed,470.52,Automated migration,2,235.26,2025-04-18,Air Filter,ORD945090
Retail Client,16.8,Engine system,Maya,Completed,334.1,Automated migration,1,334.1,2025-04-18,Air Filter,ORD945091
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,7202.92,2025-04-18,Battery,ORD945163
Retail Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1455.3,2025-04-18,Brake Pads,ORD945220
Wholesale Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,1485.06,2025-04-18,Brake Pads,ORD945221
Wholesale Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1226.59,2025-04-18,Brake Pads,ORD945222
Wholesale Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,23254.44,2025-04-18,Catalytic Converter,ORD945286
Retail Client,0.0,Exhaust system,Check,Completed,0.0,Automated migration,0,21758.3,2025-04-18,Catalytic Converter,ORD945287
Retail Client,919.41,Electrical system,GCash,Completed,21555.72,Automated migration,1,21555.72,2025-04-18,ECU Module,ORD945339
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,21267.12,2025-04-18,ECU Module,ORD945340
Retail Client,18.95,Engine system,Check,Completed,235.28,Automated migration,1,235.28,2025-04-18,Oil Filter,ORD945423
Wholesale Client,8.44,Engine system,GCash,Completed,152.99,Automated migration,1,152.99,2025-04-18,Oil Filter,ORD945424
Retail Client,158.67,Suspension & traction,Maya,Completed,3496.18,Automated migration,1,3496.18,2025-04-18,Shock Absorber,ORD945517
Retail Client,208.32,Suspension & traction,Maya,Completed,3261.27,Automated migration,1,3261.27,2025-04-18,Shock Absorber,ORD945518
Wholesale Client,265.33,Suspension & traction,Maya,Completed,3505.76,Automated migration,1,3505.76,2025-04-18,Shock Absorber,ORD945519
Retail Client,745.83,Suspension & traction,Maya,Completed,12599.52,Automated migration,3,4199.84,2025-04-18,Shock Absorber,ORD945520
Wholesale Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,3277.99,2025-04-18,Shock Absorber,ORD945521
Retail Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,3484.81,2025-04-18,Shock Absorber,ORD945522
Wholesale Client,192.07,Suspension & traction,Cash,Completed,3644.93,Automated migration,1,3644.93,2025-04-18,Shock Absorber,ORD945523
Wholesale Client,0.0,Drivetrain,Maya,Completed,0.0,Automated migration,0,2007.04,2025-04-18,Wheel Bearing,ORD945611
Wholesale Client,198.21,Drivetrain,Check,Completed,2127.1,Automated migration,1,2127.1,2025-04-18,Wheel Bearing,ORD945612
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,9717.32,2025-04-19,Alternator,ORD945146
Wholesale Client,586.36,Electrical system,Bank Transfer,Completed,10725.59,Automated migration,1,10725.59,2025-04-19,Alternator,ORD945147
Retail Client,401.71,Braking system,Cash,Completed,8920.73,Automated migration,7,1274.39,2025-04-19,Brake Pads,ORD945223
Retail Client,61.68,Braking system,Maya,Completed,1291.04,Automated migration,1,1291.04,2025-04-19,Brake Pads,ORD945224
Retail Client,341.32,Braking system,Cash,Completed,4329.66,Automated migration,3,1443.22,2025-04-19,Brake Pads,ORD945225
Retail Client,100.27,Braking system,GCash,Completed,1122.62,Automated migration,1,1122.62,2025-04-19,Brake Pads,ORD945226
Wholesale Client,0.0,Braking system,Check,Completed,0.0,Automated migration,0,1456.91,2025-04-19,Brake Pads,ORD945227
Wholesale Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,19944.38,2025-04-19,Catalytic Converter,ORD945288
Wholesale Client,14.23,Engine system,GCash,Completed,164.8,Automated migration,1,164.8,2025-04-19,Oil Filter,ORD945425
Retail Client,1379.31,Suspension & traction,Maya,Completed,18402.75,Automated migration,5,3680.55,2025-04-19,Shock Absorber,ORD945524
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,9062.36,2025-04-19,Starter Motor,ORD945562
Retail Client,69.54,Drivetrain,Cash,Completed,1898.55,Automated migration,1,1898.55,2025-04-19,Wheel Bearing,ORD945613
Wholesale Client,26.28,Engine system,Maya,Completed,316.66,Automated migration,1,316.66,2025-04-20,Air Filter,ORD945092
Wholesale Client,35.55,Engine system,Bank Transfer,Completed,528.08,Automated migration,2,264.04,2025-04-20,Air Filter,ORD945093
Wholesale Client,18.84,Engine system,Bank Transfer,Completed,221.87,Automated migration,1,221.87,2025-04-20,Air Filter,ORD945094
Retail Client,24.59,Engine system,Check,Completed,260.17,Automated migration,1,260.17,2025-04-20,Air Filter,ORD945095
Retail Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,225.06,2025-04-20,Air Filter,ORD945096
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,5364.33,2025-04-20,Battery,ORD945164
Wholesale Client,120.65,Braking system,Bank Transfer,Completed,1292.33,Automated migration,1,1292.33,2025-04-20,Brake Pads,ORD945228
Retail Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1066.98,2025-04-20,Brake Pads,ORD945229
Wholesale Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1020.23,2025-04-20,Brake Pads,ORD945230
Retail Client,0.0,Exhaust system,Maya,Completed,0.0,Automated migration,0,15426.64,2025-04-20,Catalytic Converter,ORD945289
Retail Client,0.0,Exhaust system,Bank Transfer,Completed,0.0,Automated migration,0,12961.55,2025-04-20,Catalytic Converter,ORD945290
Wholesale Client,1209.29,Electrical system,GCash,Completed,17397.44,Automated migration,1,17397.44,2025-04-20,ECU Module,ORD945341
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,26090.75,2025-04-20,ECU Module,ORD945342
Wholesale Client,20.5,Engine system,Cash,Completed,227.44,Automated migration,1,227.44,2025-04-20,Oil Filter,ORD945426
Wholesale Client,13.55,Engine system,Maya,Completed,197.49,Automated migration,1,197.49,2025-04-20,Oil Filter,ORD945427
Wholesale Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,3215.45,2025-04-20,Shock Absorber,ORD945525
Retail Client,612.75,Suspension & traction,Maya,Completed,7481.22,Automated migration,3,2493.74,2025-04-20,Shock Absorber,ORD945526
Wholesale Client,0.0,Drivetrain,Bank Transfer,Completed,0.0,Automated migration,0,2647.03,2025-04-20,Wheel Bearing,ORD945614
Retail Client,0.0,Drivetrain,Cash,Completed,0.0,Automated migration,0,2502.82,2025-04-20,Wheel Bearing,ORD945615
Retail Client,20.98,Engine system,Cash,Completed,349.1,Automated migration,1,349.1,2025-04-21,Air Filter,ORD945097
Wholesale Client,21.91,Engine system,Check,Completed,318.2,Automated migration,1,318.2,2025-04-21,Air Filter,ORD945098
Wholesale Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,248.12,2025-04-21,Air Filter,ORD945099
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,266.18,2025-04-21,Air Filter,ORD945100
Retail Client,85.55,Engine system,Check,Completed,1291.44,Automated migration,4,322.86,2025-04-21,Air Filter,ORD945101
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,336.68,2025-04-21,Air Filter,ORD945102
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,7074.54,2025-04-21,Alternator,ORD945148
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,6647.25,2025-04-21,Battery,ORD945165
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,7151.28,2025-04-21,Battery,ORD945166
Wholesale Client,0.0,Braking system,Check,Completed,0.0,Automated migration,0,1234.0,2025-04-21,Brake Pads,ORD945231
Retail Client,109.01,Braking system,Bank Transfer,Completed,1238.84,Automated migration,1,1238.84,2025-04-21,Brake Pads,ORD945232
Retail Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1327.69,2025-04-21,Brake Pads,ORD945233
Wholesale Client,88.09,Braking system,Maya,Completed,1585.3,Automated migration,1,1585.3,2025-04-21,Brake Pads,ORD945234
Retail Client,0.0,Exhaust system,Maya,Completed,0.0,Automated migration,0,15765.45,2025-04-21,Catalytic Converter,ORD945291
Retail Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,20004.25,2025-04-21,Catalytic Converter,ORD945292
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,18445.95,2025-04-21,ECU Module,ORD945343
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,26204.79,2025-04-21,ECU Module,ORD945344
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,146.67,2025-04-21,Oil Filter,ORD945428
Wholesale Client,12.34,Engine system,Check,Completed,148.01,Automated migration,1,148.01,2025-04-21,Oil Filter,ORD945429
Wholesale Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,2561.88,2025-04-21,Shock Absorber,ORD945527
Retail Client,317.24,Suspension & traction,Bank Transfer,Completed,3476.73,Automated migration,1,3476.73,2025-04-21,Shock Absorber,ORD945528
Wholesale Client,216.42,Suspension & traction,Check,Completed,2498.35,Automated migration,1,2498.35,2025-04-21,Shock Absorber,ORD945529
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,10035.89,2025-04-21,Starter Motor,ORD945563
Wholesale Client,207.08,Drivetrain,GCash,Completed,2831.03,Automated migration,1,2831.03,2025-04-21,Wheel Bearing,ORD945616
Retail Client,237.08,Drivetrain,Bank Transfer,Completed,2838.11,Automated migration,1,2838.11,2025-04-21,Wheel Bearing,ORD945617
Retail Client,27.53,Engine system,Cash,Completed,305.96,Automated migration,1,305.96,2025-04-22,Air Filter,ORD945103
Wholesale Client,10.68,Engine system,Check,Completed,291.05,Automated migration,1,291.05,2025-04-22,Air Filter,ORD945104
Retail Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,230.73,2025-04-22,Air Filter,ORD945105
Retail Client,612.95,Electrical system,GCash,Completed,6874.91,Automated migration,1,6874.91,2025-04-22,Alternator,ORD945149
Retail Client,599.61,Electrical system,Bank Transfer,Completed,10209.7,Automated migration,1,10209.7,2025-04-22,Alternator,ORD945150
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,6940.99,2025-04-22,Battery,ORD945167
Retail Client,258.62,Braking system,Check,Completed,6677.6,Automated migration,5,1335.52,2025-04-22,Brake Pads,ORD945235
Retail Client,65.26,Braking system,Cash,Completed,1563.01,Automated migration,1,1563.01,2025-04-22,Brake Pads,ORD945236
Retail Client,140.47,Braking system,Check,Completed,1550.08,Automated migration,1,1550.08,2025-04-22,Brake Pads,ORD945237
Retail Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,12828.52,2025-04-22,Catalytic Converter,ORD945293
Retail Client,1686.04,Electrical system,Bank Transfer,Completed,18789.16,Automated migration,1,18789.16,2025-04-22,ECU Module,ORD945345
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,23015.41,2025-04-22,ECU Module,ORD945346
Retail Client,22.02,Engine system,GCash,Completed,252.25,Automated migration,1,252.25,2025-04-22,Oil Filter,ORD945430
Retail Client,12.01,Engine system,Bank Transfer,Completed,235.79,Automated migration,1,235.79,2025-04-22,Oil Filter,ORD945431
Wholesale Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,2585.61,2025-04-22,Shock Absorber,ORD945530
Wholesale Client,244.08,Drivetrain,Bank Transfer,Completed,2762.1,Automated migration,1,2762.1,2025-04-22,Wheel Bearing,ORD945618
Retail Client,1338.31,Drivetrain,Maya,Completed,14406.0,Automated migration,6,2401.0,2025-04-22,Wheel Bearing,ORD945619
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,241.34,2025-04-23,Air Filter,ORD945106
Retail Client,25.23,Engine system,Cash,Completed,267.65,Automated migration,1,267.65,2025-04-23,Air Filter,ORD945107
Wholesale Client,14.37,Engine system,Cash,Completed,359.99,Automated migration,1,359.99,2025-04-23,Air Filter,ORD945108
Retail Client,13.64,Engine system,Cash,Completed,233.78,Automated migration,1,233.78,2025-04-23,Air Filter,ORD945109
Retail Client,14.44,Engine system,Check,Completed,352.08,Automated migration,1,352.08,2025-04-23,Air Filter,ORD945110
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,5557.11,2025-04-23,Battery,ORD945168
Retail Client,710.09,Braking system,GCash,Completed,10174.71,Automated migration,7,1453.53,2025-04-23,Brake Pads,ORD945238
Retail Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1371.91,2025-04-23,Brake Pads,ORD945239
Wholesale Client,82.87,Braking system,GCash,Completed,1428.23,Automated migration,1,1428.23,2025-04-23,Brake Pads,ORD945240
Wholesale Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,1389.44,2025-04-23,Brake Pads,ORD945241
Wholesale Client,0.0,Exhaust system,Bank Transfer,Completed,0.0,Automated migration,0,14410.48,2025-04-23,Catalytic Converter,ORD945294
Retail Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,14758.69,2025-04-23,Catalytic Converter,ORD945295
Retail Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,18670.02,2025-04-23,Catalytic Converter,ORD945296
Wholesale Client,13.24,Engine system,Check,Completed,253.04,Automated migration,1,253.04,2025-04-23,Oil Filter,ORD945432
Wholesale Client,9.55,Engine system,Cash,Completed,205.54,Automated migration,1,205.54,2025-04-23,Oil Filter,ORD945433
Wholesale Client,12.59,Engine system,Bank Transfer,Completed,192.98,Automated migration,1,192.98,2025-04-23,Oil Filter,ORD945434
Wholesale Client,181.25,Suspension & traction,Maya,Completed,3379.98,Automated migration,1,3379.98,2025-04-23,Shock Absorber,ORD945531
Wholesale Client,0.0,Suspension & traction,Check,Completed,0.0,Automated migration,0,3195.9,2025-04-23,Shock Absorber,ORD945532
Retail Client,318.91,Suspension & traction,Cash,Completed,3884.36,Automated migration,1,3884.36,2025-04-23,Shock Absorber,ORD945533
Retail Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,2477.1,2025-04-23,Shock Absorber,ORD945534
Wholesale Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,2445.91,2025-04-23,Shock Absorber,ORD945535
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,9425.0,2025-04-23,Starter Motor,ORD945564
Wholesale Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,986.86,2025-04-24,Brake Pads,ORD945242
Retail Client,73.95,Braking system,Cash,Completed,1238.33,Automated migration,1,1238.33,2025-04-24,Brake Pads,ORD945243
Retail Client,624.81,Braking system,Cash,Completed,7062.72,Automated migration,7,1008.96,2025-04-24,Brake Pads,ORD945244
Wholesale Client,452.17,Braking system,Check,Completed,6187.02,Automated migration,6,1031.17,2025-04-24,Brake Pads,ORD945245
Retail Client,53.66,Braking system,GCash,Completed,1330.15,Automated migration,1,1330.15,2025-04-24,Brake Pads,ORD945246
Wholesale Client,0.0,Exhaust system,Check,Completed,0.0,Automated migration,0,12232.06,2025-04-24,Catalytic Converter,ORD945297
Retail Client,1148.13,Electrical system,Cash,Completed,23870.79,Automated migration,1,23870.79,2025-04-24,ECU Module,ORD945347
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,19685.04,2025-04-24,ECU Module,ORD945348
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,26092.23,2025-04-24,ECU Module,ORD945349
Wholesale Client,880.56,Electrical system,Maya,Completed,15339.4,Automated migration,1,15339.4,2025-04-24,ECU Module,ORD945350
Retail Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,247.7,2025-04-24,Oil Filter,ORD945435
Wholesale Client,8.88,Engine system,GCash,Completed,235.6,Automated migration,1,235.6,2025-04-24,Oil Filter,ORD945436
Retail Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,241.81,2025-04-24,Oil Filter,ORD945437
Wholesale Client,16.08,Engine system,GCash,Completed,215.05,Automated migration,1,215.05,2025-04-24,Oil Filter,ORD945438
Retail Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,3830.53,2025-04-24,Shock Absorber,ORD945536
Retail Client,76.03,Drivetrain,Bank Transfer,Completed,2041.75,Automated migration,1,2041.75,2025-04-24,Wheel Bearing,ORD945620
Retail Client,91.35,Drivetrain,Check,Completed,2014.46,Automated migration,1,2014.46,2025-04-24,Wheel Bearing,ORD945621
Retail Client,136.92,Engine system,Check,Completed,2096.64,Automated migration,6,349.44,2025-04-25,Air Filter,ORD945111
Retail Client,27.12,Engine system,Bank Transfer,Completed,321.05,Automated migration,1,321.05,2025-04-25,Air Filter,ORD945112
Retail Client,20.75,Engine system,Maya,Completed,337.14,Automated migration,1,337.14,2025-04-25,Air Filter,ORD945113
Retail Client,55.89,Braking system,Check,Completed,1137.88,Automated migration,1,1137.88,2025-04-25,Brake Pads,ORD945247
Retail Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,968.36,2025-04-25,Brake Pads,ORD945248
Wholesale Client,397.49,Braking system,Bank Transfer,Completed,4644.36,Automated migration,3,1548.12,2025-04-25,Brake Pads,ORD945249
Retail Client,660.48,Braking system,Cash,Completed,8066.17,Automated migration,7,1152.31,2025-04-25,Brake Pads,ORD945250
Retail Client,82.09,Braking system,Check,Completed,1577.14,Automated migration,1,1577.14,2025-04-25,Brake Pads,ORD945251
Retail Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,17100.93,2025-04-25,Catalytic Converter,ORD945298
Retail Client,1380.02,Electrical system,Bank Transfer,Completed,20053.01,Automated migration,1,20053.01,2025-04-25,ECU Module,ORD945351
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,23892.15,2025-04-25,ECU Module,ORD945352
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,26299.94,2025-04-25,ECU Module,ORD945353
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,25559.26,2025-04-25,ECU Module,ORD945354
Retail Client,871.41,Electrical system,Cash,Completed,21404.68,Automated migration,1,21404.68,2025-04-25,ECU Module,ORD945355
Wholesale Client,14.96,Engine system,Bank Transfer,Completed,180.69,Automated migration,1,180.69,2025-04-25,Oil Filter,ORD945439
Retail Client,18.75,Engine system,Cash,Completed,232.18,Automated migration,1,232.18,2025-04-25,Oil Filter,ORD945440
Retail Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,222.93,2025-04-25,Oil Filter,ORD945441
Wholesale Client,13.23,Engine system,Maya,Completed,223.91,Automated migration,1,223.91,2025-04-25,Oil Filter,ORD945442
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,10334.51,2025-04-25,Starter Motor,ORD945565
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,6755.71,2025-04-25,Starter Motor,ORD945566
Wholesale Client,76.94,Drivetrain,Check,Completed,2086.07,Automated migration,1,2086.07,2025-04-25,Wheel Bearing,ORD945622
Wholesale Client,114.5,Drivetrain,Check,Completed,2572.67,Automated migration,1,2572.67,2025-04-25,Wheel Bearing,ORD945623
Wholesale Client,409.87,Drivetrain,Maya,Completed,7558.2,Automated migration,4,1889.55,2025-04-25,Wheel Bearing,ORD945624
Wholesale Client,13.4,Engine system,Check,Completed,287.44,Automated migration,1,287.44,2025-04-26,Air Filter,ORD945114
Wholesale Client,23.42,Engine system,Bank Transfer,Completed,325.05,Automated migration,1,325.05,2025-04-26,Air Filter,ORD945115
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,331.31,2025-04-26,Air Filter,ORD945116
Retail Client,14.08,Engine system,Cash,Completed,278.33,Automated migration,1,278.33,2025-04-26,Air Filter,ORD945117
Wholesale Client,588.02,Electrical system,GCash,Completed,10233.96,Automated migration,1,10233.96,2025-04-26,Alternator,ORD945151
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,5051.73,2025-04-26,Battery,ORD945169
Wholesale Client,377.33,Braking system,Check,Completed,4281.69,Automated migration,3,1427.23,2025-04-26,Brake Pads,ORD945252
Retail Client,108.63,Braking system,Bank Transfer,Completed,1301.8,Automated migration,1,1301.8,2025-04-26,Brake Pads,ORD945253
Retail Client,0.0,Exhaust system,Check,Completed,0.0,Automated migration,0,14836.5,2025-04-26,Catalytic Converter,ORD945299
Retail Client,0.0,Exhaust system,Maya,Completed,0.0,Automated migration,0,17504.87,2025-04-26,Catalytic Converter,ORD945300
Retail Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,22040.62,2025-04-26,Catalytic Converter,ORD945301
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,19534.94,2025-04-26,ECU Module,ORD945356
Retail Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,247.21,2025-04-26,Oil Filter,ORD945443
Retail Client,10.82,Engine system,Check,Completed,185.32,Automated migration,1,185.32,2025-04-26,Oil Filter,ORD945444
Retail Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,3565.05,2025-04-26,Shock Absorber,ORD945537
Retail Client,697.57,Suspension & traction,Bank Transfer,Completed,19698.3,Automated migration,5,3939.66,2025-04-26,Shock Absorber,ORD945538
Wholesale Client,153.74,Drivetrain,Maya,Completed,1944.95,Automated migration,1,1944.95,2025-04-26,Wheel Bearing,ORD945625
Retail Client,174.21,Drivetrain,Check,Completed,2229.29,Automated migration,1,2229.29,2025-04-26,Wheel Bearing,ORD945626
Wholesale Client,0.0,Drivetrain,Bank Transfer,Completed,0.0,Automated migration,0,2455.65,2025-04-26,Wheel Bearing,ORD945627
Retail Client,13.86,Engine system,Cash,Completed,241.68,Automated migration,1,241.68,2025-04-27,Air Filter,ORD945118
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,11489.3,2025-04-27,Alternator,ORD945152
Retail Client,554.83,Electrical system,Cash,Completed,10628.65,Automated migration,1,10628.65,2025-04-27,Alternator,ORD945153
Retail Client,659.02,Electrical system,Check,Completed,8833.14,Automated migration,1,8833.14,2025-04-27,Alternator,ORD945154
Wholesale Client,225.02,Braking system,GCash,Completed,2521.28,Automated migration,2,1260.64,2025-04-27,Brake Pads,ORD945254
Retail Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,16541.38,2025-04-27,Catalytic Converter,ORD945302
Wholesale Client,0.0,Exhaust system,Bank Transfer,Completed,0.0,Automated migration,0,19628.96,2025-04-27,Catalytic Converter,ORD945303
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,23393.62,2025-04-27,ECU Module,ORD945357
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,19447.72,2025-04-27,ECU Module,ORD945358
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,28481.52,2025-04-27,ECU Module,ORD945359
Wholesale Client,9.81,Engine system,Maya,Completed,227.6,Automated migration,1,227.6,2025-04-27,Oil Filter,ORD945445
Retail Client,19.68,Engine system,Cash,Completed,236.71,Automated migration,1,236.71,2025-04-27,Oil Filter,ORD945446
Wholesale Client,0.0,Suspension & traction,GCash,Completed,0.0,Automated migration,0,3343.01,2025-04-27,Shock Absorber,ORD945539
Wholesale Client,223.71,Suspension & traction,Check,Completed,2981.24,Automated migration,1,2981.24,2025-04-27,Shock Absorber,ORD945540
Retail Client,187.41,Drivetrain,GCash,Completed,2747.05,Automated migration,1,2747.05,2025-04-27,Wheel Bearing,ORD945628
Wholesale Client,0.0,Drivetrain,Bank Transfer,Completed,0.0,Automated migration,0,1897.93,2025-04-27,Wheel Bearing,ORD945629
Wholesale Client,139.82,Drivetrain,Maya,Completed,1699.1,Automated migration,1,1699.1,2025-04-27,Wheel Bearing,ORD945630
Retail Client,17.38,Engine system,GCash,Completed,247.72,Automated migration,1,247.72,2025-04-28,Air Filter,ORD945119
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,10688.66,2025-04-28,Alternator,ORD945155
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,5342.46,2025-04-28,Battery,ORD945170
Wholesale Client,407.31,Braking system,Bank Transfer,Completed,9894.15,Automated migration,7,1413.45,2025-04-28,Brake Pads,ORD945255
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,25361.63,2025-04-28,ECU Module,ORD945360
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,26690.36,2025-04-28,ECU Module,ORD945361
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,23953.3,2025-04-28,ECU Module,ORD945362
Retail Client,13.21,Engine system,GCash,Completed,169.95,Automated migration,1,169.95,2025-04-28,Oil Filter,ORD945447
Wholesale Client,8.15,Engine system,Maya,Completed,157.81,Automated migration,1,157.81,2025-04-28,Oil Filter,ORD945448
Retail Client,12.32,Engine system,Cash,Completed,196.34,Automated migration,1,196.34,2025-04-28,Oil Filter,ORD945449
Wholesale Client,10.94,Engine system,Maya,Completed,196.67,Automated migration,1,196.67,2025-04-28,Oil Filter,ORD945450
Wholesale Client,5.08,Engine system,GCash,Completed,144.25,Automated migration,1,144.25,2025-04-28,Oil Filter,ORD945451
Wholesale Client,241.96,Suspension & traction,Check,Completed,2846.14,Automated migration,1,2846.14,2025-04-28,Shock Absorber,ORD945541
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,10196.46,2025-04-28,Starter Motor,ORD945567
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,6269.17,2025-04-28,Starter Motor,ORD945568
Retail Client,110.21,Drivetrain,Maya,Completed,2337.67,Automated migration,1,2337.67,2025-04-28,Wheel Bearing,ORD945631
Wholesale Client,585.1,Drivetrain,Check,Completed,14275.1,Automated migration,5,2855.02,2025-04-28,Wheel Bearing,ORD945632
Retail Client,138.73,Drivetrain,Bank Transfer,Completed,2117.88,Automated migration,1,2117.88,2025-04-28,Wheel Bearing,ORD945633
Retail Client,0.0,Drivetrain,GCash,Completed,0.0,Automated migration,0,1896.88,2025-04-28,Wheel Bearing,ORD945634
Retail Client,72.96,Drivetrain,Cash,Completed,2028.13,Automated migration,1,2028.13,2025-04-28,Wheel Bearing,ORD945635
Wholesale Client,19.69,Engine system,Bank Transfer,Completed,348.0,Automated migration,1,348.0,2025-04-29,Air Filter,ORD945120
Retail Client,16.11,Engine system,GCash,Completed,245.48,Automated migration,1,245.48,2025-04-29,Air Filter,ORD945121
Retail Client,10.61,Engine system,GCash,Completed,260.12,Automated migration,1,260.12,2025-04-29,Air Filter,ORD945122
