date,order_number,product_name,category,customer_type,quantity,unit_price,other_expenses,total_amount,payment_method
2025-03-06,ORD5371,Engine Oil,Engine,Retail,1,44.85,0.0,44.85,Credit card
2025-03-06,ORD5372,Oil Filter,Engine,Retail,2,17.98,50.12,86.08,Credit card
2025-03-07,ORD5373,Spark Plugs,Ignition,Retail,5,9.58,0.0,47.9,Credit card
2025-03-07,ORD5374,Battery,Electrical,Retail,5,144.82,0.0,724.1,Bank transfer
2025-03-07,ORD5375,Engine Oil,Engine,Retail,3,50.01,0.0,150.03,Credit card
2025-03-08,ORD5376,Spark Plugs,Ignition,Retail,4,10.93,0.0,43.72,PayPal
2025-03-08,ORD5377,Fuel Pump,Fuel System,Retail,5,169.16,0.0,845.8,PayPal
2025-03-09,ORD5378,Clutch Kit,Transmission,Retail,3,368.54,0.0,1105.62,Bank transfer
2025-03-10,ORD5379,Oil Filter,Engine,Retail,1,21.82,32.69,54.51,Credit card
2025-03-10,ORD5380,Engine Oil,Engine,Retail,5,59.86,0.0,299.3,Cash
2025-03-10,ORD5381,Battery,Electrical,Retail,1,121.97,54.91,176.88,Bank transfer
2025-03-11,ORD5382,Fuel Pump,Fuel System,Retail,2,213.37,0.0,426.74,Cash
2025-03-11,ORD5383,Fuel Pump,Fuel System,Retail,1,219.81,0.0,219.81,Credit card
2025-03-11,ORD5384,Engine Oil,Engine,Retail,5,52.34,0.0,261.7,Cash
2025-03-12,ORD5385,Water Pump,Cooling,Retail,5,75.78,0.0,378.9,PayPal
2025-03-12,ORD5386,Brake Pads,Braking system,Retail,5,62.16,0.0,310.8,Cash
2025-03-12,ORD5387,Clutch Kit,Transmission,Retail,3,492.0,0.0,1476.0,Cash
2025-03-13,ORD5388,Brake Rotor,Braking system,Wholesale,11,73.71,0.0,810.81,Bank transfer
2025-03-13,ORD5389,Clutch Kit,Transmission,Retail,2,282.5,0.0,565.0,Bank transfer
2025-03-13,ORD5390,Air Filter,Engine,Retail,4,20.57,11.28,93.56,Cash
2025-03-14,ORD5391,Radiator,Cooling,Wholesale,30,158.19,0.0,4745.7,PayPal
2025-03-14,ORD5392,Brake Rotor,Braking system,Retail,2,67.8,0.0,135.6,Bank transfer
2025-03-14,ORD5393,Fuel Pump,Fuel System,Retail,5,192.88,0.0,964.4,Credit card
2025-03-14,ORD5394,Air Filter,Engine,Retail,4,26.13,0.0,104.52,PayPal
2025-03-15,ORD5395,Shock Absorber,Suspension,Retail,2,103.32,20.32,226.96,Cash
2025-03-16,ORD5396,Shock Absorber,Suspension,Retail,4,86.71,52.99,399.83,Credit card
2025-03-16,ORD5397,Engine Oil,Engine,Retail,4,48.35,0.0,193.4,Bank transfer
2025-03-16,ORD5398,Brake Rotor,Braking system,Retail,5,51.97,69.5,329.35,Credit card
2025-03-16,ORD5399,Radiator,Cooling,Retail,5,85.26,0.0,426.3,PayPal
2025-03-17,ORD5400,Clutch Kit,Transmission,Wholesale,37,476.15,0.0,17617.55,Bank transfer
2025-03-17,ORD5401,Fuel Pump,Fuel System,Wholesale,34,141.04,5.57,4800.93,Credit card
2025-03-18,ORD5402,Oil Filter,Engine,Retail,3,13.38,22.05,62.19,Bank transfer
2025-03-18,ORD5403,Control Arm,Suspension,Retail,4,136.1,0.0,544.4,Bank transfer
2025-03-18,ORD5404,Battery,Electrical,Wholesale,21,104.85,0.0,2201.85,Credit card
2025-03-18,ORD5405,Clutch Kit,Transmission,Retail,5,228.93,0.0,1144.65,Credit card
2025-03-19,ORD5406,Brake Rotor,Braking system,Wholesale,38,65.37,52.42,2536.48,Credit card
2025-03-19,ORD5407,Shock Absorber,Suspension,Retail,1,112.34,18.32,130.66,Credit card
2025-03-19,ORD5408,Oil Filter,Engine,Corporate,10,19.62,0.0,196.2,Cash
2025-03-20,ORD5409,Battery,Electrical,Wholesale,34,172.82,24.41,5900.29,Cash
2025-03-20,ORD5410,Fuel Pump,Fuel System,Wholesale,27,160.67,0.0,4338.09,Cash
2025-03-20,ORD5411,Spark Plugs,Ignition,Retail,4,8.55,66.76,100.96,PayPal
2025-03-20,ORD5412,Radiator,Cooling,Retail,2,173.77,69.45,416.99,Credit card
2025-03-21,ORD5413,Air Filter,Engine,Retail,3,16.53,0.0,49.59,Credit card
2025-03-22,ORD5414,Air Filter,Engine,Retail,2,34.23,47.63,116.09,PayPal
2025-03-23,ORD5415,Clutch Kit,Transmission,Retail,1,447.78,0.0,447.78,Credit card
2025-03-23,ORD5416,Clutch Kit,Transmission,Retail,2,240.06,19.09,499.21,Cash
2025-03-23,ORD5417,Oil Filter,Engine,Retail,1,22.04,0.0,22.04,Cash
2025-03-24,ORD5418,Radiator,Cooling,Retail,5,101.97,0.0,509.85,PayPal
2025-03-24,ORD5419,Brake Pads,Braking system,Retail,5,67.29,21.74,358.19,PayPal
2025-03-25,ORD5420,Spark Plugs,Ignition,Retail,3,10.55,0.0,31.65,Credit card
2025-03-26,ORD5421,Alternator,Electrical,Retail,1,172.55,62.31,234.86,Credit card
2025-03-27,ORD5422,Control Arm,Suspension,Retail,4,112.45,0.0,449.8,Credit card
2025-03-28,ORD5423,Alternator,Electrical,Corporate,9,254.3,16.44,2305.14,Cash
2025-03-28,ORD5424,Control Arm,Suspension,Retail,1,105.59,0.0,105.59,PayPal
2025-03-28,ORD5425,Radiator,Cooling,Wholesale,17,177.33,34.21,3048.82,PayPal
2025-03-29,ORD5426,Shock Absorber,Suspension,Wholesale,35,100.1,0.0,3503.5,Cash
2025-03-29,ORD5427,Battery,Electrical,Retail,5,147.97,41.36,781.21,Bank transfer
2025-03-29,ORD5428,Battery,Electrical,Retail,2,204.57,54.07,463.21,Bank transfer
2025-03-29,ORD5429,Battery,Electrical,Retail,5,140.65,0.0,703.25,Credit card
2025-03-30,ORD5430,Brake Rotor,Braking system,Retail,5,70.89,49.12,403.57,Bank transfer
2025-03-30,ORD5431,Air Filter,Engine,Retail,2,29.15,0.0,58.3,Bank transfer
2025-03-31,ORD5432,Brake Pads,Braking system,Retail,2,41.26,8.3,90.82,Credit card
2025-03-31,ORD5433,Battery,Electrical,Retail,5,173.49,0.0,867.45,PayPal
2025-04-01,ORD5434,Engine Oil,Engine,Retail,5,31.91,0.0,159.55,Credit card
2025-04-01,ORD5435,Brake Pads,Braking system,Wholesale,33,35.33,71.4,1237.29,Cash
2025-04-01,ORD5436,Alternator,Electrical,Retail,3,263.02,0.0,789.06,Cash
2025-04-02,ORD5437,Air Filter,Engine,Retail,3,26.48,0.0,79.44,PayPal
2025-04-02,ORD5438,Battery,Electrical,Retail,2,220.32,27.66,468.3,Bank transfer
2025-04-03,ORD5439,Fuel Pump,Fuel System,Retail,4,100.76,0.0,403.04,Credit card
2025-04-03,ORD5440,Alternator,Electrical,Retail,4,222.85,0.0,891.4,Cash
2025-04-04,ORD5441,Battery,Electrical,Corporate,12,217.9,0.0,2614.8,Credit card
2025-04-04,ORD5442,Battery,Electrical,Retail,5,136.75,0.0,683.75,PayPal
2025-04-05,ORD5443,Clutch Kit,Transmission,Retail,5,356.42,0.0,1782.1,Bank transfer
2025-04-06,ORD5444,Battery,Electrical,Wholesale,14,153.57,0.0,2149.98,Cash
2025-04-07,ORD5445,Spark Plugs,Ignition,Retail,2,7.38,0.0,14.76,PayPal
2025-04-07,ORD5446,Water Pump,Cooling,Retail,1,69.13,23.61,92.74,PayPal
2025-04-07,ORD5447,Spark Plugs,Ignition,Retail,5,14.24,73.63,144.83,PayPal
2025-04-08,ORD5448,Shock Absorber,Suspension,Retail,4,80.84,25.06,348.42,PayPal
2025-04-08,ORD5449,Air Filter,Engine,Corporate,16,28.66,0.0,458.56,Bank transfer
2025-04-08,ORD5450,Air Filter,Engine,Retail,3,22.56,28.01,95.69,PayPal
2025-04-08,ORD5451,Water Pump,Cooling,Retail,1,93.0,0.0,93.0,PayPal
2025-04-09,ORD5452,Control Arm,Suspension,Retail,1,97.0,6.3,103.3,Credit card
2025-04-09,ORD5453,Engine Oil,Engine,Wholesale,25,55.23,14.74,1395.49,Credit card
2025-04-09,ORD5454,Brake Rotor,Braking system,Retail,1,67.58,0.0,67.58,PayPal
2025-04-09,ORD5455,Brake Rotor,Braking system,Retail,4,48.2,0.0,192.8,Credit card
2025-04-10,ORD5456,Spark Plugs,Ignition,Retail,5,10.79,0.0,53.95,Credit card
2025-04-10,ORD5457,Oil Filter,Engine,Retail,2,17.46,0.0,34.92,PayPal
2025-04-10,ORD5458,Brake Rotor,Braking system,Retail,3,53.14,48.7,208.12,PayPal
2025-04-11,ORD5459,Fuel Pump,Fuel System,Retail,1,121.19,0.0,121.19,Bank transfer
2025-04-12,ORD5460,Air Filter,Engine,Retail,3,26.35,0.0,79.05,Bank transfer
2025-04-13,ORD5461,Water Pump,Cooling,Retail,4,93.36,0.0,373.44,Bank transfer
2025-04-13,ORD5462,Clutch Kit,Transmission,Retail,1,448.16,42.04,490.2,PayPal
2025-04-13,ORD5463,Air Filter,Engine,Wholesale,16,27.5,48.24,488.24,Bank transfer
2025-04-14,ORD5464,Clutch Kit,Transmission,Retail,3,460.24,0.0,1380.72,Bank transfer
2025-04-15,ORD5465,Oil Filter,Engine,Retail,2,19.0,0.0,38.0,Bank transfer
2025-04-15,ORD5466,Shock Absorber,Suspension,Retail,4,123.95,0.0,495.8,Bank transfer
2025-04-15,ORD5467,Brake Pads,Braking system,Retail,1,27.83,0.0,27.83,Credit card
2025-04-15,ORD5468,Battery,Electrical,Retail,3,242.39,0.0,727.17,PayPal
2025-04-16,ORD5469,Spark Plugs,Ignition,Retail,3,7.08,0.0,21.24,Bank transfer
2025-04-16,ORD5470,Brake Pads,Braking system,Corporate,7,39.16,0.0,274.12,Credit card
2025-04-17,ORD5471,Radiator,Cooling,Retail,1,144.91,0.0,144.91,Bank transfer
2025-04-17,ORD5472,Air Filter,Engine,Wholesale,46,20.1,0.0,924.6,PayPal
2025-04-17,ORD5473,Shock Absorber,Suspension,Wholesale,46,63.96,15.72,2957.88,PayPal
2025-04-18,ORD5474,Engine Oil,Engine,Wholesale,43,48.01,0.0,2064.43,Credit card
2025-04-18,ORD5475,Spark Plugs,Ignition,Retail,3,13.16,0.0,39.48,Cash
2025-04-18,ORD5476,Control Arm,Suspension,Retail,5,172.44,0.0,862.2,PayPal
2025-04-18,ORD5477,Brake Rotor,Braking system,Retail,2,89.09,22.22,200.4,Credit card
2025-04-19,ORD5478,Fuel Pump,Fuel System,Retail,5,219.38,0.0,1096.9,PayPal
2025-04-20,ORD5479,Engine Oil,Engine,Wholesale,11,37.43,0.0,411.73,PayPal
2025-04-20,ORD5480,Spark Plugs,Ignition,Retail,3,13.06,0.0,39.18,PayPal
2025-04-20,ORD5481,Control Arm,Suspension,Retail,3,153.77,0.0,461.31,Bank transfer
2025-04-21,ORD5482,Control Arm,Suspension,Retail,3,174.69,0.0,524.07,Credit card
2025-04-22,ORD5483,Shock Absorber,Suspension,Retail,2,133.69,0.0,267.38,Bank transfer
2025-04-22,ORD5484,Fuel Pump,Fuel System,Retail,1,206.03,0.0,206.03,PayPal
2025-04-23,ORD5485,Fuel Pump,Fuel System,Corporate,16,102.39,0.0,1638.24,Bank transfer
2025-04-23,ORD5486,Shock Absorber,Suspension,Retail,1,115.02,0.0,115.02,Credit card
2025-04-24,ORD5487,Spark Plugs,Ignition,Retail,1,11.05,0.0,11.05,PayPal
2025-04-25,ORD5488,Radiator,Cooling,Retail,1,186.89,31.04,217.93,Cash
2025-04-25,ORD5489,Engine Oil,Engine,Retail,5,40.71,0.0,203.55,Bank transfer
2025-04-26,ORD5490,Brake Pads,Braking system,Retail,1,42.11,52.38,94.49,Bank transfer
2025-04-27,ORD5491,Water Pump,Cooling,Retail,2,112.08,65.79,289.95,Cash
2025-04-27,ORD5492,Air Filter,Engine,Retail,4,16.61,0.0,66.44,Bank transfer
2025-04-28,ORD5493,Engine Oil,Engine,Retail,4,59.55,0.0,238.2,Credit card
2025-04-28,ORD5494,Control Arm,Suspension,Retail,1,115.48,0.0,115.48,Cash
2025-04-29,ORD5495,Clutch Kit,Transmission,Retail,2,433.01,0.0,866.02,PayPal
2025-04-29,ORD5496,Brake Pads,Braking system,Retail,4,46.87,0.0,187.48,Cash
2025-04-30,ORD5497,Fuel Pump,Fuel System,Corporate,19,192.32,7.73,3661.81,Bank transfer
2025-04-30,ORD5498,Oil Filter,Engine,Retail,4,10.62,45.5,87.98,Bank transfer
2025-04-30,ORD5499,Water Pump,Cooling,Retail,1,47.91,0.0,47.91,PayPal
2025-05-01,ORD5500,Brake Rotor,Braking system,Retail,4,93.35,76.34,449.74,Cash
2025-05-01,ORD5501,Engine Oil,Engine,Wholesale,40,46.9,13.89,1889.89,Cash
2025-05-01,ORD5502,Shock Absorber,Suspension,Retail,3,131.59,0.0,394.77,Cash
2025-05-01,ORD5503,Radiator,Cooling,Retail,1,164.35,38.48,202.83,Credit card
2025-05-02,ORD5504,Engine Oil,Engine,Corporate,13,32.24,0.0,419.12,PayPal
2025-05-02,ORD5505,Radiator,Cooling,Retail,5,198.56,44.48,1037.28,Bank transfer
2025-05-02,ORD5506,Spark Plugs,Ignition,Retail,2,11.32,54.85,77.49,Cash
2025-05-03,ORD5507,Oil Filter,Engine,Wholesale,20,23.42,0.0,468.4,PayPal
2025-05-03,ORD5508,Oil Filter,Engine,Retail,3,13.4,0.0,40.2,Credit card
2025-05-03,ORD5509,Engine Oil,Engine,Retail,3,32.0,0.0,96.0,Bank transfer
2025-05-03,ORD5510,Water Pump,Cooling,Retail,1,55.78,0.0,55.78,Credit card
2025-05-04,ORD5511,Air Filter,Engine,Retail,3,16.65,50.42,100.37,Bank transfer
2025-05-04,ORD5512,Radiator,Cooling,Retail,4,130.37,0.0,521.48,Cash
2025-05-05,ORD5513,Battery,Electrical,Retail,5,219.61,0.0,1098.05,PayPal
2025-05-05,ORD5514,Air Filter,Engine,Wholesale,38,17.66,0.0,671.08,Cash
2025-05-05,ORD5515,Battery,Electrical,Wholesale,28,163.21,53.41,4623.29,Bank transfer
2025-05-06,ORD5516,Radiator,Cooling,Retail,1,197.77,0.0,197.77,PayPal
2025-05-06,ORD5517,Control Arm,Suspension,Retail,2,161.39,35.09,357.87,PayPal
2025-05-06,ORD5518,Battery,Electrical,Retail,4,147.88,21.62,613.14,Bank transfer
2025-05-07,ORD5519,Control Arm,Suspension,Retail,1,77.66,0.0,77.66,Bank transfer
2025-05-07,ORD5520,Shock Absorber,Suspension,Wholesale,39,70.27,0.0,2740.53,Cash
2025-05-08,ORD5521,Oil Filter,Engine,Corporate,18,15.39,61.61,338.63,Cash
2025-05-08,ORD5522,Control Arm,Suspension,Wholesale,41,103.46,0.0,4241.86,PayPal
2025-05-08,ORD5523,Control Arm,Suspension,Retail,3,77.49,0.0,232.47,Bank transfer
2025-05-09,ORD5524,Spark Plugs,Ignition,Wholesale,42,10.94,19.48,478.96,Bank transfer
2025-05-09,ORD5525,Spark Plugs,Ignition,Retail,5,9.86,0.0,49.3,Bank transfer
2025-05-09,ORD5526,Air Filter,Engine,Retail,3,15.88,0.0,47.64,Bank transfer
2025-05-10,ORD5527,Brake Pads,Braking system,Retail,2,37.33,64.85,139.51,PayPal
2025-05-10,ORD5528,Brake Rotor,Braking system,Retail,3,43.39,23.89,154.06,Credit card
2025-05-10,ORD5529,Oil Filter,Engine,Retail,4,12.51,34.02,84.06,Bank transfer
2025-05-11,ORD5530,Fuel Pump,Fuel System,Retail,2,211.86,0.0,423.72,PayPal
2025-05-11,ORD5531,Oil Filter,Engine,Corporate,13,10.96,19.9,162.38,Cash
2025-05-11,ORD5532,Control Arm,Suspension,Corporate,19,159.35,12.28,3039.93,PayPal
2025-05-12,ORD5533,Engine Oil,Engine,Retail,2,56.95,73.2,187.1,Cash
2025-05-13,ORD5534,Radiator,Cooling,Retail,5,91.83,0.0,459.15,PayPal
2025-05-13,ORD5535,Alternator,Electrical,Retail,5,309.59,12.92,1560.87,PayPal
2025-05-14,ORD5536,Battery,Electrical,Wholesale,19,204.22,75.64,3955.82,PayPal
2025-05-14,ORD5537,Fuel Pump,Fuel System,Retail,4,84.5,0.0,338.0,Bank transfer
2025-05-14,ORD5538,Engine Oil,Engine,Corporate,12,36.69,52.71,492.99,PayPal
2025-05-15,ORD5539,Air Filter,Engine,Retail,2,33.55,0.0,67.1,Bank transfer
2025-05-15,ORD5540,Control Arm,Suspension,Wholesale,26,133.09,0.0,3460.34,Credit card
2025-05-15,ORD5541,Spark Plugs,Ignition,Retail,1,5.78,0.0,5.78,Credit card
2025-05-15,ORD5542,Oil Filter,Engine,Retail,1,20.63,0.0,20.63,Credit card
2025-05-16,ORD5543,Engine Oil,Engine,Retail,4,48.22,22.59,215.47,PayPal
2025-05-16,ORD5544,Control Arm,Suspension,Retail,1,103.77,0.0,103.77,PayPal
2025-05-16,ORD5545,Water Pump,Cooling,Retail,5,61.92,0.0,309.6,Credit card
2025-05-17,ORD5546,Battery,Electrical,Wholesale,37,227.86,0.0,8430.82,Credit card
2025-05-17,ORD5547,Spark Plugs,Ignition,Retail,3,8.79,43.61,69.98,Credit card
2025-05-17,ORD5548,Brake Rotor,Braking system,Corporate,8,90.12,0.0,720.96,PayPal
2025-05-18,ORD5549,Air Filter,Engine,Retail,3,15.1,0.0,45.3,Cash
2025-05-19,ORD5550,Brake Pads,Braking system,Retail,4,50.11,0.0,200.44,Bank transfer
2025-05-19,ORD5551,Fuel Pump,Fuel System,Wholesale,44,176.14,0.0,7750.16,PayPal
2025-05-19,ORD5552,Air Filter,Engine,Wholesale,38,27.87,68.17,1127.23,Cash
2025-05-20,ORD5553,Alternator,Electrical,Retail,5,182.86,0.0,914.3,PayPal
2025-05-21,ORD5554,Clutch Kit,Transmission,Wholesale,43,385.04,0.0,16556.72,Cash
2025-05-22,ORD5555,Alternator,Electrical,Wholesale,29,184.35,15.89,5362.04,Credit card
2025-05-22,ORD5556,Battery,Electrical,Wholesale,36,141.58,41.93,5138.81,Cash
2025-05-22,ORD5557,Alternator,Electrical,Retail,1,267.3,0.0,267.3,Bank transfer
2025-05-22,ORD5558,Battery,Electrical,Wholesale,20,117.08,0.0,2341.6,PayPal
2025-05-23,ORD5559,Radiator,Cooling,Retail,4,195.46,0.0,781.84,Bank transfer
2025-05-23,ORD5560,Oil Filter,Engine,Retail,5,16.8,0.0,84.0,PayPal
2025-05-23,ORD5561,Brake Pads,Braking system,Retail,3,39.86,0.0,119.58,Credit card
2025-05-24,ORD5562,Shock Absorber,Suspension,Retail,3,98.79,0.0,296.37,Bank transfer
2025-05-24,ORD5563,Clutch Kit,Transmission,Retail,3,265.57,47.75,844.46,PayPal
2025-05-24,ORD5564,Control Arm,Suspension,Retail,5,88.61,0.0,443.05,PayPal
2025-05-24,ORD5565,Water Pump,Cooling,Retail,3,117.89,0.0,353.67,PayPal
2025-05-25,ORD5566,Oil Filter,Engine,Corporate,6,24.0,0.0,144.0,PayPal
2025-05-25,ORD5567,Clutch Kit,Transmission,Retail,5,404.76,8.24,2032.04,PayPal
2025-05-26,ORD5568,Control Arm,Suspension,Retail,4,80.56,0.0,322.24,Credit card
2025-05-26,ORD5569,Brake Rotor,Braking system,Corporate,13,52.06,32.55,709.33,PayPal
2025-05-26,ORD5570,Brake Rotor,Braking system,Wholesale,34,69.89,44.36,2420.62,PayPal
2025-05-26,ORD5571,Radiator,Cooling,Wholesale,47,166.19,0.0,7810.93,Credit card
2025-05-27,ORD5572,Air Filter,Engine,Corporate,6,19.44,0.0,116.64,Bank transfer
2025-05-28,ORD5573,Shock Absorber,Suspension,Retail,1,149.87,38.6,188.47,PayPal
2025-05-28,ORD5574,Oil Filter,Engine,Retail,1,13.69,65.24,78.93,PayPal
2025-05-28,ORD5575,Control Arm,Suspension,Retail,1,72.12,17.35,89.47,Cash
2025-05-28,ORD5576,Shock Absorber,Suspension,Corporate,17,134.49,49.36,2335.69,Cash
2025-05-29,ORD5577,Oil Filter,Engine,Retail,3,21.42,0.0,64.26,PayPal
2025-05-29,ORD5578,Fuel Pump,Fuel System,Retail,1,117.18,29.84,147.02,PayPal
2025-05-29,ORD5579,Control Arm,Suspension,Corporate,16,167.79,0.0,2684.64,Cash
2025-05-30,ORD5580,Shock Absorber,Suspension,Retail,3,119.58,72.43,431.17,Cash
2025-05-30,ORD5581,Alternator,Electrical,Wholesale,38,328.76,22.21,12515.09,Credit card
2025-05-31,ORD5582,Spark Plugs,Ignition,Retail,4,8.02,74.33,106.41,Credit card
2025-06-01,ORD5583,Shock Absorber,Suspension,Retail,5,95.06,18.96,494.26,Bank transfer
2025-06-01,ORD5584,Brake Pads,Braking system,Retail,4,30.4,0.0,121.6,Credit card
2025-06-02,ORD5585,Control Arm,Suspension,Retail,5,109.21,0.0,546.05,Bank transfer
2025-06-02,ORD5586,Radiator,Cooling,Retail,4,197.45,0.0,789.8,PayPal
2025-06-02,ORD5587,Fuel Pump,Fuel System,Retail,5,190.22,52.58,1003.68,Cash
2025-06-03,ORD5588,Clutch Kit,Transmission,Retail,4,442.07,76.24,1844.52,Credit card
2025-06-04,ORD5589,Radiator,Cooling,Retail,3,123.81,17.23,388.66,Credit card
2025-06-05,ORD5590,Brake Pads,Braking system,Wholesale,22,38.92,0.0,856.24,Cash
2025-06-05,ORD5591,Brake Rotor,Braking system,Retail,1,76.87,0.0,76.87,PayPal
2025-06-05,ORD5592,Clutch Kit,Transmission,Retail,3,271.75,0.0,815.25,Bank transfer
2025-06-06,ORD5593,Oil Filter,Engine,Retail,2,24.11,0.0,48.22,Credit card
2025-06-07,ORD5594,Fuel Pump,Fuel System,Retail,4,111.01,0.0,444.04,Bank transfer
2025-06-07,ORD5595,Engine Oil,Engine,Retail,3,32.6,0.0,97.8,Credit card
2025-06-07,ORD5596,Brake Pads,Braking system,Retail,3,48.57,77.52,223.23,Bank transfer
2025-06-08,ORD5597,Oil Filter,Engine,Retail,1,10.35,18.03,28.38,Cash
2025-06-08,ORD5598,Control Arm,Suspension,Retail,1,103.95,59.26,163.21,PayPal
2025-06-08,ORD5599,Brake Rotor,Braking system,Corporate,13,96.05,0.0,1248.65,Bank transfer
2025-06-08,ORD5600,Brake Pads,Braking system,Retail,1,43.42,0.0,43.42,PayPal
2025-06-09,ORD5601,Control Arm,Suspension,Retail,2,120.63,0.0,241.26,PayPal
2025-06-09,ORD5602,Alternator,Electrical,Retail,5,169.77,0.0,848.85,Cash
2025-06-09,ORD5603,Fuel Pump,Fuel System,Retail,3,100.03,0.0,300.09,Cash
2025-06-09,ORD5604,Fuel Pump,Fuel System,Retail,3,154.12,5.82,468.18,PayPal
2025-06-10,ORD5605,Air Filter,Engine,Retail,1,34.85,65.87,100.72,Cash
2025-06-10,ORD5606,Alternator,Electrical,Retail,2,238.9,0.0,477.8,Bank transfer
2025-06-10,ORD5607,Shock Absorber,Suspension,Retail,4,103.75,6.0,421.0,Credit card
2025-06-11,ORD5608,Water Pump,Cooling,Retail,2,41.84,5.93,89.61,Credit card
2025-06-11,ORD5609,Shock Absorber,Suspension,Wholesale,18,73.91,0.0,1330.38,Cash
2025-06-12,ORD5610,Brake Pads,Braking system,Wholesale,34,30.16,45.78,1071.22,Cash
2025-06-12,ORD5611,Water Pump,Cooling,Retail,1,76.96,0.0,76.96,Bank transfer
2025-06-13,ORD5612,Air Filter,Engine,Wholesale,14,22.29,0.0,312.06,Cash
2025-06-13,ORD5613,Oil Filter,Engine,Retail,3,19.53,0.0,58.59,Bank transfer
2025-06-13,ORD5614,Brake Rotor,Braking system,Retail,5,68.39,0.0,341.95,Credit card
2025-06-13,ORD5615,Brake Pads,Braking system,Retail,4,55.23,0.0,220.92,PayPal
2025-06-14,ORD5616,Control Arm,Suspension,Wholesale,36,100.8,0.0,3628.8,PayPal
2025-06-15,ORD5617,Oil Filter,Engine,Retail,4,11.84,0.0,47.36,Bank transfer
2025-06-15,ORD5618,Fuel Pump,Fuel System,Retail,1,137.74,0.0,137.74,Cash
2025-06-15,ORD5619,Water Pump,Cooling,Wholesale,38,50.41,0.0,1915.58,Credit card
2025-06-16,ORD5620,Brake Pads,Braking system,Wholesale,11,30.23,0.0,332.53,Bank transfer
2025-06-16,ORD5621,Brake Rotor,Braking system,Corporate,5,84.92,53.88,478.48,Bank transfer
2025-06-16,ORD5622,Engine Oil,Engine,Retail,3,35.6,70.2,177.0,PayPal
2025-06-17,ORD5623,Water Pump,Cooling,Wholesale,20,88.34,0.0,1766.8,Cash
2025-06-18,ORD5624,Shock Absorber,Suspension,Retail,4,127.89,0.0,511.56,PayPal
2025-06-19,ORD5625,Battery,Electrical,Wholesale,34,190.44,0.0,6474.96,Cash
2025-06-20,ORD5626,Clutch Kit,Transmission,Retail,3,249.92,0.0,749.76,Bank transfer
2025-06-20,ORD5627,Shock Absorber,Suspension,Wholesale,46,96.26,0.0,4427.96,Cash
2025-06-20,ORD5628,Water Pump,Cooling,Retail,4,114.04,69.98,526.14,Credit card
2025-06-21,ORD5629,Air Filter,Engine,Wholesale,49,28.3,0.0,1386.7,Credit card
2025-06-22,ORD5630,Engine Oil,Engine,Retail,2,37.3,14.85,89.45,Bank transfer
2025-06-22,ORD5631,Brake Rotor,Braking system,Retail,4,69.8,0.0,279.2,Credit card
2025-06-22,ORD5632,Brake Rotor,Braking system,Wholesale,38,68.44,31.52,2632.24,PayPal
2025-06-23,ORD5633,Battery,Electrical,Retail,5,235.6,0.0,1178.0,Bank transfer
2025-06-23,ORD5634,Brake Rotor,Braking system,Retail,3,83.66,0.0,250.98,Cash
2025-06-23,ORD5635,Radiator,Cooling,Wholesale,10,132.25,27.05,1349.55,PayPal
2025-06-24,ORD5636,Engine Oil,Engine,Retail,3,42.11,63.82,190.15,Bank transfer
2025-06-24,ORD5637,Brake Pads,Braking system,Wholesale,21,42.35,0.0,889.35,PayPal
2025-06-24,ORD5638,Water Pump,Cooling,Retail,4,97.57,78.59,468.87,Cash
2025-06-24,ORD5639,Oil Filter,Engine,Wholesale,14,22.87,0.0,320.18,Credit card
2025-06-25,ORD5640,Battery,Electrical,Retail,3,154.34,0.0,463.02,PayPal
2025-06-25,ORD5641,Radiator,Cooling,Retail,2,149.14,0.0,298.28,Credit card
2025-06-25,ORD5642,Fuel Pump,Fuel System,Retail,2,196.41,0.0,392.82,Cash
2025-06-26,ORD5643,Control Arm,Suspension,Corporate,16,111.12,0.0,1777.92,Cash
2025-06-27,ORD5644,Oil Filter,Engine,Wholesale,22,11.42,0.0,251.24,Bank transfer
2025-06-27,ORD5645,Spark Plugs,Ignition,Retail,1,7.79,23.19,30.98,PayPal
2025-06-27,ORD5646,Fuel Pump,Fuel System,Retail,4,113.12,77.9,530.38,Cash
2025-06-27,ORD5647,Clutch Kit,Transmission,Wholesale,35,297.56,46.11,10460.71,Cash
2025-06-28,ORD5648,Spark Plugs,Ignition,Wholesale,14,5.97,16.05,99.63,Bank transfer
2025-06-28,ORD5649,Brake Rotor,Braking system,Retail,2,54.67,0.0,109.34,Bank transfer
2025-06-29,ORD5650,Shock Absorber,Suspension,Retail,5,114.25,0.0,571.25,Bank transfer
2025-06-29,ORD5651,Alternator,Electrical,Retail,3,301.42,39.88,944.14,Cash
2025-06-30,ORD5652,Air Filter,Engine,Wholesale,34,17.18,58.17,642.29,Cash
2025-06-30,ORD5653,Air Filter,Engine,Retail,3,19.49,20.46,78.93,PayPal
2025-06-30,ORD5654,Shock Absorber,Suspension,Retail,1,108.72,59.45,168.17,PayPal
2025-07-01,ORD5655,Battery,Electrical,Retail,3,203.62,64.35,675.21,PayPal
2025-07-01,ORD5656,Brake Rotor,Braking system,Retail,3,54.24,0.0,162.72,Credit card
2025-07-01,ORD5657,Alternator,Electrical,Retail,1,336.25,60.61,396.86,Cash
